term_id	surface_form	normalized_form	language	semantic_role	category	organ_context	definition	source_id	source_record_id	source_version	source_url	license	translation_group	target_id	target_label	target_namespace	mapping_relation	mapping_confidence	mapping_method	review_status	curator_orcid	mapping_date	component_ids	logical_operator	attribute_id	candidate_ids	candidate_labels	candidate_scores	corpus_frequency	evidence	notes
BTERM:botanical_attributes:0b1b1f3dc76c26	Canaliculate	canaliculate	en	quality	Configuration of Surface			botanical_attributes	row-743:0	2014-03-19		not recorded					flopo:unmapped	0.3464	hybrid_candidate_retrieval	proposed						PATO_0000944|PATO_0001981|PATO_0002294|PATO_0002342|PATO_0002388|PATO_0001873|PATO_0001947	sharpness|auriculate|scrobiculate|cupulate|pedunculate|cylindrical|netted	0.3464|0.3369|0.3200|0.3200|0.2956|0.2833|0.2630	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0b425a7e729898	Terminal	terminal	en	quality	Position > l. Style Position			botanical_attributes	row-439:0	2014-03-19		not recorded		PATO_0002476	terminal	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0002476	terminal	0.9900	26		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0b744c5428c2ab	Reclinate	reclinate	en	quality	Orientation > General			botanical_attributes	row-486:0	2014-03-19		not recorded		PATO_0001965	reclinate	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0001965	reclinate	0.9900	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0be7cbd707ea3d	Trimerous	trimerous	en	quality	Merosity			botanical_attributes	row-677:0	2014-03-19		not recorded					flopo:unmapped	0.3316	hybrid_candidate_retrieval	proposed						PATO_0002128|PATO_0002011|PATO_0000982|PATO_0000984|PATO_0002371|PATO_0001331|PATO_0001465|PATO_0000985|PATO_0002368|PATO_0002369	serous|neoplastic|permeable|porous|primiparous|odorous|monstrous|non-porous|nulliparous|multiparous	0.3316|0.3095|0.2853|0.2853|0.2833|0.2760|0.2600|0.2530|0.2467|0.2467	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0c04b29a0aa1c9	Isocotylous	isocotylous	en	quality	Size			botanical_attributes	row-629:0	2014-03-19		not recorded					flopo:unmapped	0.2408	hybrid_candidate_retrieval	proposed						PATO_0002519|PATO_0002340|PATO_0001961	cancellous|hispidulous|in contact with	0.2408|0.2354|0.2056	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0c4d331c455c10	Androgynous	androgynous	en	quality	Inflorescence Sex			botanical_attributes	row-173:0	2014-03-19		not recorded					flopo:unmapped	0.263	hybrid_candidate_retrieval	proposed						PATO_0000688|PATO_0001967|PATO_0001371|PATO_0002331|PATO_0001332|PATO_0001540|PATO_0002507|PATO_0000695|PATO_0002090|PATO_0002462	asynchronous|actinodromous|mucoid|adhesive|amorphous|glutinous|keratinous|synchronous|adenomatous|collagenous	0.2630|0.2571|0.2530|0.2530|0.2467|0.2467|0.2408|0.2354|0.2354|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0c9ec74c28a452	Bimestrial	bimestrial	en	quality	Duration			botanical_attributes	row-242:0	2014-03-19		not recorded					flopo:unmapped	0.253	hybrid_candidate_retrieval	proposed						PATO_0000588|PATO_0000618|PATO_0002421|PATO_0001903|PATO_0001410|PATO_0002428|PATO_0001339|PATO_0001464|PATO_0001907|PATO_0001573	vestigial|bilateral|cicatricial|bi-directional|striated|tripodal|biomaterial purity|electric potential|botryoidal|isometrical	0.2530|0.2530|0.2408|0.2257|0.2200|0.2200|0.2100|0.2100|0.2100|0.2056	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0cb91380a05107	Multicostal	multicostal	en	quality	Number			botanical_attributes	row-579:0	2014-03-19		not recorded					flopo:unmapped	0.3369	hybrid_candidate_retrieval	proposed						PATO_0001791|PATO_0002089|PATO_0002118|PATO_0002231|PATO_0001993|PATO_0002257|PATO_0001402|PATO_0002369|PATO_0001234|PATO_0002510	multi-localised|polycystic|multiple|multifid|multicellular|multicuspidate|multipotent|multiparous|distal to|multipartite	0.3369|0.3112|0.2913|0.2913|0.2886|0.2821|0.2692|0.2692|0.2676|0.2630	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0d17e0de2f9d7b	Basicaulous	basicaulous	en	quality	Position > b. Branch Position			botanical_attributes	row-366:0	2014-03-19		not recorded					flopo:unmapped	0.2692	hybrid_candidate_retrieval	proposed						PATO_0002340|PATO_0002519|PATO_0001970|PATO_0001972	hispidulous|cancellous|brochidodromous|reticulodromous	0.2692|0.2408|0.2173|0.2173	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0d76282d667289	Vespertine	vespertine	en	quality	Periodicity			botanical_attributes	row-222:0	2014-03-19		not recorded					flopo:unmapped	0.26	hybrid_candidate_retrieval	proposed						PATO_0001854|PATO_0002523|PATO_0000955|PATO_0000964|PATO_0001430|PATO_0000588|PATO_0104041|PATO_0000891|PATO_0001767|PATO_0000888	vertical|vertical to|fertile|transparent|alkaline|vestigial|velutinous|male fertile|semi-fertile|female fertile	0.2600|0.2408|0.2257|0.2257|0.2200|0.2148|0.2100|0.2015|0.2015|0.1943	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0d8b51e1e6b24c	Geoflorous	geoflorous	en	quality	Position > d. Flower, Fruit, Inflorescence, Infructescence Position			botanical_attributes	row-381:0	2014-03-19		not recorded					flopo:unmapped	0.32	hybrid_candidate_retrieval	proposed						PATO_0000982|PATO_0000984|PATO_0001331|PATO_0000453|PATO_0002011|PATO_0000985|PATO_0002128|PATO_0104277|PATO_0001465|PATO_0001540	permeable|porous|odorous|glabrous|neoplastic|non-porous|serous|glaucous|monstrous|glutinous	0.3200|0.3200|0.3095|0.3000|0.3000|0.2833|0.2760|0.2600|0.2530|0.2530	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0da1bcaedccb44	Pistillate	pistillate	en	quality	Plant Sex			botanical_attributes	row-190:2	2014-03-19		not recorded					flopo:unmapped	0.32	hybrid_candidate_retrieval	proposed						PATO_0002134|PATO_0001438|PATO_0002065|PATO_0002388	fibrillary|pedicellate|star shaped|pedunculate	0.3200|0.3112|0.3000|0.2760	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0de56b3b4ebc37	Parietal	parietal	en	quality	Position > i. Placenta Position			botanical_attributes	row-420:0	2014-03-19		not recorded					flopo:unmapped	0.2956	hybrid_candidate_retrieval	proposed						PATO_0002370|PATO_0001187|PATO_0001913|PATO_0001234|PATO_0001869|PATO_0001188|PATO_0001991|PATO_0002206|PATO_0000763|PATO_0001914	parity|pupal|ictal|distal to|pathological|prepupal|immortal|neonatal|paralysed|non-ictal	0.2956|0.2553|0.2553|0.2467|0.2467|0.2320|0.2320|0.2320|0.2257|0.2257	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0dffd9c4f88fc9	Viscid	viscid	en	quality	Surface			botanical_attributes	row-830:0	2014-03-19		not recorded		PATO_0001370	viscid	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0001370	viscid	0.9900	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0e21f5afd0b498	Diurnal	diurnal	en	quality	Periodicity			botanical_attributes	row-949:0	2014-03-19		not recorded					flopo:unmapped	0.3071	hybrid_candidate_retrieval	proposed						PATO_0001234|PATO_0002476|PATO_0002509|PATO_0001510|PATO_0002045|PATO_0002392|PATO_0002475|PATO_0001902|PATO_0001903|PATO_0002006	distal to|terminal|hexagonal|functional|dendritic|diagonal to|subterminal|unidirectional|bi-directional|2-D shape	0.3071|0.2389|0.2320|0.2257|0.2257|0.2200|0.2200|0.2056|0.2056|0.2015	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0e34009bd3fbb4	Bifoliate	bifoliate	en	quality	Number			botanical_attributes	row-555:0	2014-03-19		not recorded					flopo:unmapped	0.3678	hybrid_candidate_retrieval	proposed						PATO_0001983|PATO_0001406|PATO_0002161|PATO_0001784|PATO_0002391|PATO_0001324|PATO_0002215	perfoliate|binucleate|bicornuate|bifurcated|triradiate|bilateral symmetry|falciform	0.3678|0.2913|0.2913|0.2530|0.2530|0.2320|0.2320	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0e82c87c887021	Sympetalous	sympetalous	en	quality	Fusion			botanical_attributes	row-702:0	2014-03-19		not recorded					flopo:unmapped	0.2692	hybrid_candidate_retrieval	proposed						PATO_0000695|PATO_0002128|PATO_0001804|PATO_0002127|PATO_0002519|PATO_0002340|PATO_0002438	synchronous|serous|scaly|scirrhous|cancellous|hispidulous|subdermal	0.2692|0.2676|0.2530|0.2467|0.2408|0.2354|0.2304	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0ee1d27dd41f7e	Striate	striate	en	quality	Configuration of Surface			botanical_attributes	row-25:0	2014-03-19		not recorded					flopo:unmapped	0.5369	hybrid_candidate_retrieval	proposed						PATO_0002385|PATO_0001410|PATO_0002065|PATO_0002391|PATO_0002479|PATO_0002478	striate-angular|striated|star shaped|triradiate|obliquely striated|transversely striated	0.5369|0.4242|0.3316|0.3095|0.2517|0.2375	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0ef8d5a2b38ea7	Stinging	stinging	en	quality	Vestiture or Indument			botanical_attributes	row-867:1	2014-03-19		not recorded					flopo:unmapped	0.3444	hybrid_candidate_retrieval	proposed						PATO_0002165|PATO_0002012|PATO_0001851|PATO_0001772|PATO_0002374|PATO_0001953|PATO_0002103	drooping|coating|swollen|surrounding|fluctuating|decussate|infiltrative	0.3444|0.2956|0.2853|0.2600|0.2600|0.2530|0.2530	4		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0f6c67d6a256d1	Pentamerous	pentamerous	en	quality	Merosity			botanical_attributes	row-672:0	2014-03-19		not recorded					flopo:unmapped	0.3095	hybrid_candidate_retrieval	proposed						PATO_0000982|PATO_0000984|PATO_0002128|PATO_0001383|PATO_0001360|PATO_0002314|PATO_0002371|PATO_0001331|PATO_0104035|PATO_0002011	permeable|porous|serous|pentaploid|filamentous|ligamentous|primiparous|odorous|pendent|neoplastic	0.3095|0.3095|0.3095|0.2760|0.2692|0.2692|0.2692|0.2600|0.2600|0.2530	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0fafc81ad3830e	Paleaceous	paleaceous	en	quality	Vestiture or Indument			botanical_attributes	row-120:0	2014-03-19		not recorded					flopo:unmapped	0.3816	hybrid_candidate_retrieval	proposed						PATO_0104010|PATO_0002352|PATO_0104032|PATO_0000982|PATO_0000984|PATO_0001547|PATO_0002423|PATO_0002348|PATO_0002020|PATO_0000694	papyraceous|herbaceous|coriaceous|permeable|porous|quality of a gas|papillomatous|ligneous|pale pink|premature	0.3816|0.3200|0.3200|0.2760|0.2760|0.2676|0.2630|0.2600|0.2530|0.2467	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0fbb567c236700	Bifid	bifid	en	quality	Division			botanical_attributes	row-714:0	2014-03-19		not recorded		PATO_0001784	bifurcated	PATO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PATO_0001784	bifurcated	0.9700	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0fc058683cec89	Arachnoid	arachnoid	en	quality	Vestiture or Indument			botanical_attributes	row-98:0	2014-03-19		not recorded					flopo:unmapped	0.38	hybrid_candidate_retrieval	proposed						PATO_0002344|PATO_0001385|PATO_0002115|PATO_0000947|PATO_0001891|PATO_0001594|PATO_0001378|PATO_0001375|PATO_0001393|PATO_0001394	arachnose|aneuploid|fibrinoid|elliptic|ovate|arched|autopolyploid|haploid|euploid|diploid	0.3800|0.2600|0.2600|0.2467|0.2467|0.2389|0.2354|0.2320|0.2320|0.2320	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0ff84577d842ac	Gynehermaphroditic	gynehermaphroditic	en	quality	Inflorescence Sex			botanical_attributes	row-916:0	2014-03-19		not recorded					flopo:unmapped	0.4422	hybrid_candidate_retrieval	proposed						PATO_0001340|PATO_0001827|PATO_0001828|PATO_0001829|PATO_0001171|PATO_0001863|PATO_0000647|PATO_0001685|PATO_0002191|PATO_0000638	hermaphrodite|pseudohermaphrodite|male pseudohermaphrodite|female pseudohermaphrodite|elastic|chronic|necrotic|magnetic|aromatic|apoptotic	0.4422|0.3146|0.2913|0.2833|0.1910|0.1910|0.1880|0.1880|0.1880|0.1852	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:1033fe289a7217	Leptophyllous	leptophyllous	en	quality	Size			botanical_attributes	row-636:0	2014-03-19		not recorded					flopo:unmapped	0.263	hybrid_candidate_retrieval	proposed						PATO_0002519|PATO_0002348|PATO_0002314|PATO_0002340|PATO_0002423	cancellous|ligneous|ligamentous|hispidulous|papillomatous	0.2630|0.2408|0.2257|0.2257|0.2173	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:1057df87f2730f	Free	free	en	quality	Fusion			botanical_attributes	row-688:0	2014-03-19		not recorded		PATO_0002316	autogenous	PATO	skos:relatedMatch	0.85	ontology_scoped_synonym_proposal	proposed						PATO_0002316	autogenous	0.8500	1		definition_excluded_by_source_manifest
BTERM:botanical_attributes:1061cb71a2c4e8	Roridulate	roridulate	en	quality	Surface			botanical_attributes	row-86:0	2014-03-19		not recorded					flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0001873|PATO_0001977|PATO_0002299|PATO_0002342|PATO_0000944|PATO_0001889|PATO_0001937|PATO_0001981|PATO_0002388|PATO_0002294	cylindrical|angular|tubular|cupulate|sharpness|scalloped|spatulate|auriculate|pedunculate|scrobiculate	0.3000|0.3000|0.3000|0.3000|0.2913|0.2913|0.2913|0.2833|0.2760|0.2692	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:107091e443091a	Not Applicable	not applicable	en	quality	General terms			botanical_attributes	row-1057:0	2014-03-19		not recorded					flopo:unmapped	0.4875	hybrid_candidate_retrieval	proposed						PATO_0002038|PATO_0002140|PATO_0002332|PATO_0001190|PATO_0002026|PATO_0002188|PATO_0002132|PATO_0001732|PATO_0002380|PATO_0002379	non-degenerate|inedible|non-adhesive|juvenile|non-progressive|nonpolar polarity|neoplastic, non-invasive|non-deciduous (any body part)|ovariectomized female|ovariohysterectomized female	0.4875|0.3590|0.3292|0.3291|0.3271|0.3088|0.2967|0.2831|0.2787|0.2674	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:107219394c3a88	Cauline	cauline	en	quality	Position > d. Flower, Fruit, Inflorescence, Infructescence Position			botanical_attributes	row-379:0	2014-03-19		not recorded					flopo:unmapped	0.5933	hybrid_candidate_retrieval	proposed						PATO_0002350|PATO_0000964|PATO_0001880|PATO_0001430|PATO_0002205|PATO_0002454|PATO_0002367|PATO_0002109|PATO_0001873	cauline to|transparent|caudate|alkaline|capacitance|carpel-like|castrated male|caseous|cylindrical	0.5933|0.2956|0.2956|0.2853|0.2200|0.2200|0.2056|0.1978|0.1800	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:10d5e64e312422	Epiphyllous	epiphyllous	en	quality	Position > d. Flower, Fruit, Inflorescence, Infructescence Position			botanical_attributes	row-380:0	2014-03-19		not recorded					flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0002519|PATO_0002340|PATO_0002423	cancellous|hispidulous|papillomatous	0.2760|0.2354|0.2257	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:11014588bfed3e	Ruminate	ruminate	en	quality	Configuration of Surface			botanical_attributes	row-22:0	2014-03-19		not recorded					flopo:unmapped	0.3933	hybrid_candidate_retrieval	proposed						PATO_0002228|PATO_0001965|PATO_0000161|PATO_0001319|PATO_0002215|PATO_0001357|PATO_0001964|PATO_0001318|PATO_0002234|PATO_0001870	acuminate|reclinate|rate|discriminate|falciform|pulvinate|circinate|indiscriminate|emarginate|crescent-shaped	0.3933|0.3514|0.3200|0.3200|0.3200|0.3095|0.3095|0.3031|0.3000|0.2956	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:11b2aebb994cae	Triflorous	triflorous	en	quality	Number			botanical_attributes	row-596:0	2014-03-19		not recorded					flopo:unmapped	0.34	hybrid_candidate_retrieval	proposed						PATO_0002011|PATO_0000982|PATO_0000984|PATO_0001331|PATO_0000985|PATO_0002128|PATO_0001465|PATO_0001890|PATO_0002368|PATO_0002369	neoplastic|permeable|porous|odorous|non-porous|serous|monstrous|tripartite|nulliparous|multiparous	0.3400|0.3200|0.3200|0.3095|0.2833|0.2760|0.2530|0.2467|0.2408|0.2408	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:11f77132e7c778	Multilocular	multilocular	en	quality	Number			botanical_attributes	row-580:0	2014-03-19		not recorded					flopo:unmapped	0.3731	hybrid_candidate_retrieval	proposed						PATO_0001993|PATO_0001987|PATO_0002118|PATO_0002231|PATO_0001934|PATO_0001791|PATO_0002121|PATO_0001402|PATO_0002369|PATO_0002510	multicellular|saccular|multiple|multifid|orbicular|multi-localised|trabecular|multipotent|multiparous|multipartite	0.3731|0.2913|0.2833|0.2833|0.2760|0.2703|0.2692|0.2630|0.2630|0.2571	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:12695aba040e97	Membranous	membranous	en	quality	Texture			botanical_attributes	row-890:0	2014-03-19		not recorded					flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0001371|PATO_0001462|PATO_0002331|PATO_0001465|PATO_0001540|PATO_0002507|PATO_0000695|PATO_0002369|PATO_0002462|PATO_0000688	mucoid|membrane potential|adhesive|monstrous|glutinous|keratinous|synchronous|multiparous|collagenous|asynchronous	0.3000|0.2925|0.2600|0.2530|0.2530|0.2467|0.2408|0.2408|0.2408|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:12dca71c8b6d09	Female	female	en	quality	Flower Sex			botanical_attributes	row-904:2	2014-03-19		not recorded		PATO_0000383	female	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0000383	female	0.9900	5		definition_excluded_by_source_manifest
BTERM:botanical_attributes:12fbd6ab3f4a30	Tridynamous	tridynamous	en	quality	Arrangement > Stamen Arrangement			botanical_attributes	row-465:0	2014-03-19		not recorded					flopo:unmapped	0.2913	hybrid_candidate_retrieval	proposed						PATO_0001804|PATO_0001332|PATO_0001971|PATO_0001967|PATO_0001969|PATO_0001970|PATO_0001972|PATO_0001968	scaly|amorphous|cladodromous|actinodromous|craspedodromous|brochidodromous|reticulodromous|parallelodromous	0.2913|0.2467|0.2304|0.2257|0.2173|0.2173|0.2173|0.2135	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:12fde97b0f18a0	Petaliferous	petaliferous	en	quality	Location of glands on organs or parts > Floral Nectaries			botanical_attributes	row-285:0	2014-03-19		not recorded					flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0000982|PATO_0000984|PATO_0002128|PATO_0002371|PATO_0001331|PATO_0002011|PATO_0001465|PATO_0000694|PATO_0000985|PATO_0002368	permeable|porous|serous|primiparous|odorous|neoplastic|monstrous|premature|non-porous|nulliparous	0.3000|0.3000|0.3000|0.2630|0.2530|0.2467|0.2408|0.2354|0.2354|0.2304	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:13bb1373f0a1d1	Puberulent	puberulent	en	quality	Vestiture or Indument			botanical_attributes	row-124:0	2014-03-19		not recorded					flopo:unmapped	0.42	hybrid_candidate_retrieval	proposed						PATO_0002120|PATO_0000455|PATO_0001186|PATO_0104019|PATO_0002116|PATO_0104035|PATO_0001320|PATO_0001482|PATO_0002389|PATO_0001403	suppurative|pubescent|prepubescent|succulent|fibrinopurulent|pendent|pubescent hair|prominent|procumbent|pluripotent	0.4200|0.3678|0.3031|0.2913|0.2821|0.2676|0.2571|0.2530|0.2467|0.2408	0		definition_excluded_by_source_manifest
