flopo_id	flopo_iri	label	definition	parent_pato_ids	parent_pato_labels	frequency	quality_contexts	examples	candidate_id	axiom_type	logical_target_ids	sources
FLOPO_0980362	http://purl.obolibrary.org/obo/FLOPO_0980362	small narrow	A composite botanical phenotype value denoting small narrow, used in flora descriptions; its component qualities are decreased size, decreased width.	PATO_0000001	quality	1	fruit shape (1)	Myosotis ramosissima: small narrow fruits	FLOPO_VALUE_small_narrow	components	PATO_0000587|PATO_0000599	""
FLOPO_0980363	http://purl.obolibrary.org/obo/FLOPO_0980363	bright sky-blue	A botanical phenotype value denoting bright sky-blue, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): blue.	PATO_0000318	blue	1	flower color (1)	Myosotis ramosissima: bright sky-blue flowers	FLOPO_VALUE_bright_sky_blue	subclass	PATO_0000318	""
FLOPO_0980364	http://purl.obolibrary.org/obo/FLOPO_0980364	dark purplish	A botanical phenotype value denoting dark purplish, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): purple.	PATO_0000951	purple	1	fruit color (1)	Myrtus communis: dark purplish fruits	FLOPO_VALUE_dark_purplish	subclass	PATO_0000951	""
FLOPO_0980365	http://purl.obolibrary.org/obo/FLOPO_0980365	dead white	A composite botanical phenotype value denoting dead white, used in flora descriptions; its component qualities are dead, white.	PATO_0000001	quality	1	flower color (1)	Myrtus communis: dead white flowers	FLOPO_VALUE_dead_white	components	PATO_0001422|PATO_0000323	""
FLOPO_0980366	http://purl.obolibrary.org/obo/FLOPO_0980366	purple-magenta	A composite botanical phenotype value denoting purple-magenta, used in flora descriptions; its component qualities are purple, magenta.	PATO_0000001	quality	1	flower color (1)	Onopordon heteracanthum: purple-magenta flowers	FLOPO_VALUE_purple_magenta	components	PATO_0000951|PATO_0000321	""
FLOPO_0980367	http://purl.obolibrary.org/obo/FLOPO_0980367	blue and white	A composite botanical phenotype value denoting blue and white, used in flora descriptions; its component qualities are blue, white.	PATO_0000001	quality	1	flower color (1)	Orobanche mutellii var. angustiflora: blue and white flowers	FLOPO_VALUE_blue_and_white	components	PATO_0000318|PATO_0000323	""
FLOPO_0980368	http://purl.obolibrary.org/obo/FLOPO_0980368	white flushed with purplish	A composite botanical phenotype value denoting white flushed with purplish, used in flora descriptions; its component qualities are white, purple.	PATO_0000001	quality	1	flower color (1)	Orobanche mutellii var. angustiflora: flower colour variable, white flushed with purplish	FLOPO_VALUE_white_flushed_with_purplish	components	PATO_0000323|PATO_0000951	""
FLOPO_0980369	http://purl.obolibrary.org/obo/FLOPO_0980369	variable, white flushed with purplish	A composite botanical phenotype value denoting variable, white flushed with purplish, used in flora descriptions; its component qualities are variant, white, purple.	PATO_0000001	quality	1	flower color (1)	Orobanche mutellii var. angustiflora: flower colour variable, white flushed with purplish	FLOPO_VALUE_variable_white_flushed_with_purplish	components	PATO_0001227|PATO_0000323|PATO_0000951	""
FLOPO_0980370	http://purl.obolibrary.org/obo/FLOPO_0980370	slightly hairy	A botanical phenotype value denoting slightly hairy, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): hairy.	PATO_0000454	hairy	1	flower hairy (1)	Orobanche oxyloba var. oxyloba: flowers slightly hairy	FLOPO_VALUE_slightly_hairy	subclass	PATO_0000454	""
FLOPO_0980371	http://purl.obolibrary.org/obo/FLOPO_0980371	very long	A botanical phenotype value denoting very long, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): elongated.	PATO_0001154	elongated	1	bulb length (1)	Pancratium sickenbergeri: very long narrow bulb	FLOPO_VALUE_very_long	subclass	PATO_0001154	""
FLOPO_0980372	http://purl.obolibrary.org/obo/FLOPO_0980372	pale greenish-white	A botanical color that is a pale variant of greenish white.	PATO_0104067	greenish white	1	flower color (1)	Paronychia arabica: pale greenish-white papery flowers	FLOPO_VALUE_pale_greenish_white	subclass	PATO_0104067	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980373	http://purl.obolibrary.org/obo/FLOPO_0980373	slender spidery	A botanical phenotype value denoting slender spidery, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): decreased thickness.	PATO_0000592	decreased thickness	1	bract shape (1)	Pavonia kotschyi: slender spidery bracts	FLOPO_VALUE_slender_spidery	subclass	PATO_0000592	""
FLOPO_0980374	http://purl.obolibrary.org/obo/FLOPO_0980374	pale reddish	A botanical phenotype value denoting pale reddish, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): red.	PATO_0000322	red	1	flower color (1)	Pergularia tomentosa: pale reddish flowers	FLOPO_VALUE_pale_reddish	subclass	PATO_0000322	""
FLOPO_0980375	http://purl.obolibrary.org/obo/FLOPO_0980375	greyish heart-shaped	A botanical phenotype value denoting greyish heart-shaped, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): grey.	PATO_0000950	grey	1	leaf color (1)	Pergularia tomentosa: greyish heart-shaped leaves	FLOPO_VALUE_greyish_heart_shaped	subclass	PATO_0000950	""
FLOPO_0980376	http://purl.obolibrary.org/obo/FLOPO_0980376	bright deep blue	A deep blue botanical color described as bright.	PATO_0104064	deep blue	1	flower color (1)	Plectranthus arabicus: bright deep blue flowers	FLOPO_VALUE_bright_deep_blue	subclass	PATO_0104064	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980378	http://purl.obolibrary.org/obo/FLOPO_0980378	fleshy green	A composite botanical phenotype value denoting fleshy green, used in flora descriptions; its component qualities are fleshy, green.	PATO_0000001	quality	1	flower color (1)	Plicosepalus acaciae: fleshy green flowers	FLOPO_VALUE_fleshy_green	components	PATO_0002351|PATO_0000320	""
FLOPO_0980379	http://purl.obolibrary.org/obo/FLOPO_0980379	flattened oval	A composite botanical phenotype value denoting flattened oval, used in flora descriptions; its component qualities are flattened, elliptic.	PATO_0000001	quality	1	peduncle shape (1)	Polycarpaea spicata: flattened oval peduncle	FLOPO_VALUE_flattened_oval	components	PATO_0002254|PATO_0000947	""
FLOPO_0980380	http://purl.obolibrary.org/obo/FLOPO_0980380	pointed tip	A botanical phenotype value denoting pointed tip, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): pointed.	PATO_0002258	pointed	1	fruit shape (1)	Potamogeton pectinatus: brown fruits with pointed tip	FLOPO_VALUE_pointed_tip	subclass	PATO_0002258	""
FLOPO_0980381	http://purl.obolibrary.org/obo/FLOPO_0980381	purple-brown	A composite botanical phenotype value denoting purple-brown, used in flora descriptions; its component qualities are purple, brown.	PATO_0000001	quality	1	fruit color (1)	Prosopis farcta: stout fleshy purple-brown pods	FLOPO_VALUE_purple_brown	components	PATO_0000951|PATO_0000952	""
FLOPO_0980382	http://purl.obolibrary.org/obo/FLOPO_0980382	pale grey	A botanical phenotype value denoting pale grey, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): grey.	PATO_0000950	grey	1	stem color (1)	Prosopis juliflora: finely fissured pale grey trunk	FLOPO_VALUE_pale_grey	subclass	PATO_0000950	""
FLOPO_0980383	http://purl.obolibrary.org/obo/FLOPO_0980383	rounded pointed	A composite botanical phenotype value denoting rounded pointed, used in flora descriptions; its component qualities are circular, pointed.	PATO_0000001	quality	1	leaf shape (1)	Pycnocycla tomentosa: rounded pointed spiny-tipped compound leaves	FLOPO_VALUE_rounded_pointed	components	PATO_0000411|PATO_0002258	""
FLOPO_0980384	http://purl.obolibrary.org/obo/FLOPO_0980384	shiny green	A composite botanical phenotype value denoting shiny green, used in flora descriptions; its component qualities are glistening, green.	PATO_0000001	quality	1	fruit color (1)	Rhus retinorrhoea: small, flat, shiny green fruits	FLOPO_VALUE_shiny_green	components	PATO_0001373|PATO_0000320	""
FLOPO_0980385	http://purl.obolibrary.org/obo/FLOPO_0980385	short, flat	A composite botanical phenotype value denoting short, flat, used in flora descriptions; its component qualities are decreased height, flat.	PATO_0000001	quality	1	fruit shape (1)	Rhynchosia sp. aff. schimperi: short, flat pods	FLOPO_VALUE_short_flat	components	PATO_0000569|PATO_0000407	""
FLOPO_0980386	http://purl.obolibrary.org/obo/FLOPO_0980386	dark pinkish purple	A composite botanical phenotype value denoting dark pinkish purple, used in flora descriptions; its component qualities are pink, purple.	PATO_0000001	quality	1	flower color (1)	Rubus sanctus: dark pinkish purple flowers	FLOPO_VALUE_dark_pinkish_purple	components	PATO_0000954|PATO_0000951	""
FLOPO_0980387	http://purl.obolibrary.org/obo/FLOPO_0980387	pale blue to almost white	A composite botanical phenotype value denoting pale blue to almost white, used in flora descriptions; its component qualities are blue, white.	PATO_0000001	quality	1	flower color (1)	Ruellia sp.: pale blue to almost white flowers	FLOPO_VALUE_pale_blue_to_almost_white	components	PATO_0000318|PATO_0000323	""
FLOPO_0980389	http://purl.obolibrary.org/obo/FLOPO_0980389	yellow and blue-green	A multicolor botanical phenotype value in which distinct yellow and blue-green components are present.	PATO_0000019	color pattern	1	leaf color (1)	Sansevieria abyssinica: banded and tessellated yellow and blue-green	FLOPO_VALUE_yellow_and_blue_green	components	PATO_0000324|PATO_0104020	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980390	http://purl.obolibrary.org/obo/FLOPO_0980390	banded and tessellated	A composite spatial pattern that is both banded and tessellated.	PATO_0000060	spatial pattern	1	leaf color pattern (1)	Sansevieria abyssinica: banded and tessellated yellow and blue-green	FLOPO_VALUE_banded_and_tessellated	components	PATO_0001946|PATO_0104307	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980391	http://purl.obolibrary.org/obo/FLOPO_0980391	fairly wide	A botanical phenotype value denoting fairly wide, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): increased width.	PATO_0000600	increased width	1	leaf width (1)	Sansevieria abyssinica: fairly wide leaves	FLOPO_VALUE_fairly_wide	subclass	PATO_0000600	""
FLOPO_0980392	http://purl.obolibrary.org/obo/FLOPO_0980392	almost round flat	A composite botanical phenotype value denoting almost round flat, used in flora descriptions; its component qualities are circular, flat.	PATO_0000001	quality	1	fruit shape (1)	Schouwia purpurea: almost round flat fruits.	FLOPO_VALUE_almost_round_flat	components	PATO_0000411|PATO_0000407	""
FLOPO_0980393	http://purl.obolibrary.org/obo/FLOPO_0980393	narrow oval	A composite botanical phenotype value denoting narrow oval, used in flora descriptions; its component qualities are decreased width, elliptic.	PATO_0000001	quality	1	spikelet shape (1)	Scirpus litoralis: narrow oval spikelets	FLOPO_VALUE_narrow_oval	components	PATO_0000599|PATO_0000947	""
FLOPO_0980395	http://purl.obolibrary.org/obo/FLOPO_0980395	deep rosy	A composite botanical phenotype value denoting deep rosy, used in flora descriptions; its component qualities are rosy, pink, red.	PATO_0000001	quality	1	flower color (1)	Scutellaria peregrina: deep rosy flowers	FLOPO_VALUE_deep_rosy	components	PATO_0001425|PATO_0000954|PATO_0000322	""
FLOPO_0980396	http://purl.obolibrary.org/obo/FLOPO_0980396	almost round dentate	A composite botanical phenotype value denoting almost round dentate, used in flora descriptions; its component qualities are circular, dentated.	PATO_0000001	quality	1	leaf shape (1)	Senecio flavus: almost round dentate leaves	FLOPO_VALUE_almost_round_dentate	components	PATO_0000411|PATO_0001205	""
FLOPO_0980397	http://purl.obolibrary.org/obo/FLOPO_0980397	broadly oval	A botanical phenotype value denoting broadly oval, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): elliptic.	PATO_0000947	elliptic	1	leaf shape (1)	Sida ovata: broadly oval leaves	FLOPO_VALUE_broadly_oval	subclass	PATO_0000947	""
FLOPO_0980398	http://purl.obolibrary.org/obo/FLOPO_0980398	brilliant deep pink	A botanical phenotype value denoting brilliant deep pink, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): pink.	PATO_0000954	pink	1	flower color (1)	Silene coniflora: brilliant deep pink four-petalled (freak) flower	FLOPO_VALUE_brilliant_deep_pink	subclass	PATO_0000954	""
FLOPO_0980399	http://purl.obolibrary.org/obo/FLOPO_0980399	inflated in fruit	A botanical phenotype value denoting inflated in fruit, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): inflated.	PATO_0002376	inflated	1	calyx shape (1)	Silene conoidea: calyx becoming inflated in fruit	FLOPO_VALUE_inflated_in_fruit	subclass	PATO_0002376	""
FLOPO_0980400	http://purl.obolibrary.org/obo/FLOPO_0980400	white flushed with deep pink	A composite botanical phenotype value denoting white flushed with deep pink, used in flora descriptions; its component qualities are white, pink.	PATO_0000001	quality	1	flower color (1)	Silene gallica var. quinquevulnera: white flowers 5 mm wide flushed with deep pink	FLOPO_VALUE_white_flushed_with_deep_pink	components	PATO_0000323|PATO_0000954	""
FLOPO_0980401	http://purl.obolibrary.org/obo/FLOPO_0980401	almost terete	A botanical shape that approximates but does not fully meet the terete prototype.	PATO_0000052	shape	1	leaf shape (1)	Silene linearis: almost terete leaves	FLOPO_VALUE_almost_terete	related	PATO_0104016	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980402	http://purl.obolibrary.org/obo/FLOPO_0980402	orange ripe	A botanical phenotype value denoting orange ripe, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): orange.	PATO_0000953	orange	1	fruit color (1)	Solanum coagulans: orange ripe fruits	FLOPO_VALUE_orange_ripe	subclass	PATO_0000953	""
FLOPO_0980403	http://purl.obolibrary.org/obo/FLOPO_0980403	bright lilac	A botanical phenotype value denoting bright lilac, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): lilac.	PATO_0001943	lilac	1	flower color (1)	Solanum coagulans: bright lilac flowers 1.5 cm wide	FLOPO_VALUE_bright_lilac	subclass	PATO_0001943	""
FLOPO_0980404	http://purl.obolibrary.org/obo/FLOPO_0980404	small cylindrical succulent	A composite botanical phenotype value in which the bearer is small, cylindrical, and succulent.	PATO_0000001	quality	1	leaf shape (1)	Suaeda aegyptiaca: small cylindrical succulent leaves	FLOPO_VALUE_small_cylindrical_succulent	components	PATO_0000587|PATO_0001873|PATO_0104019	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980405	http://purl.obolibrary.org/obo/FLOPO_0980405	pale pinkish white	A botanical color that is a pale variant of pinkish white.	PATO_0104059	pinkish white	1	flower color (1)	Tamarix aphylla: pale pinkish white flowers	FLOPO_VALUE_pale_pinkish_white	subclass	PATO_0104059	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980406	http://purl.obolibrary.org/obo/FLOPO_0980406	crimson tipped	A botanical phenotype value denoting crimson tipped, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): red.	PATO_0000322	red	1	petal color (1)	Tapinanthus globiferus: the petals crimson tipped	FLOPO_VALUE_crimson_tipped	subclass	PATO_0000322	""
FLOPO_0980407	http://purl.obolibrary.org/obo/FLOPO_0980407	silvery-green	A composite botanical phenotype value denoting silvery-green, used in flora descriptions; its component qualities are grey, green.	PATO_0000001	quality	1	leaf color (1)	Tarchonanthus camphoratus: silvery-green leaves	FLOPO_VALUE_silvery_green	components	PATO_0000950|PATO_0000320	""
FLOPO_0980408	http://purl.obolibrary.org/obo/FLOPO_0980408	deep rosy-red	A composite botanical phenotype value denoting deep rosy-red, used in flora descriptions; its component qualities are red, rosy, pink.	PATO_0000001	quality	1	flower color (1)	Tephrosia desertorum: deep rosy-red flowers	FLOPO_VALUE_deep_rosy_red	components	PATO_0000322|PATO_0001425|PATO_0000954	""
FLOPO_0980409	http://purl.obolibrary.org/obo/FLOPO_0980409	bright reddish purple	A reddish-purple botanical color described as bright.	PATO_0104079	reddish purple	1	flower color (1)	Tephrosia purpurea: bright reddish purple flowers	FLOPO_VALUE_bright_reddish_purple	subclass	PATO_0104079	https://github.com/pato-ontology/pato/pull/615
FLOPO_0980410	http://purl.obolibrary.org/obo/FLOPO_0980410	flat heads	A botanical phenotype value denoting flat heads, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): flat.	PATO_0000407	flat	1	inflorescence shape (1)	Teucrium polium: in flat heads	FLOPO_VALUE_flat_heads	subclass	PATO_0000407	""
FLOPO_0980411	http://purl.obolibrary.org/obo/FLOPO_0980411	dense club-shaped	A composite botanical phenotype value denoting dense club-shaped, used in flora descriptions; its component qualities are dense, clavate.	PATO_0000001	quality	1	inflorescence shape (1)	Typha domingensis: characteristic dense club-shaped spike	FLOPO_VALUE_dense_club_shaped	components	PATO_0001164|PATO_0001883	""
FLOPO_0980412	http://purl.obolibrary.org/obo/FLOPO_0980412	sometimes lobed	A botanical phenotype value denoting sometimes lobed, used in flora descriptions. This FLOPO extension value is classified under the PATO value class(es): lobed.	PATO_0001979	lobed	1	leaf lobed (1)	Valerianella dufresnia: the leaves sometimes lobed	FLOPO_VALUE_sometimes_lobed	subclass	PATO_0001979	""
FLOPO_0980414	http://purl.obolibrary.org/obo/FLOPO_0980414	deep magenta-pink	A composite botanical phenotype value denoting deep magenta-pink, used in flora descriptions; its component qualities are pink, magenta.	PATO_0000001	quality	1	flower color (1)	Vicia sativa var. angustifolia: deep magenta-pink flowers	FLOPO_VALUE_deep_magenta_pink	components	PATO_0000954|PATO_0000321	""
FLOPO_0980415	http://purl.obolibrary.org/obo/FLOPO_0980415	narrow pointed	A composite botanical phenotype value denoting narrow pointed, used in flora descriptions; its component qualities are decreased width, pointed.	PATO_0000001	quality	1	leaf shape (1)	Woodfordia fruticosa: narrow pointed leaves	FLOPO_VALUE_narrow_pointed	components	PATO_0000599|PATO_0002258	""
FLOPO_0980416	http://purl.obolibrary.org/obo/FLOPO_0980416	reddish orange	A color whose Munsell coordinates fall within the continuous ISCC-NBS reddish-orange sector represented by color-name blocks 34 through 39; moderate reddish orange (block 37, centroid 9.5R 5.5/9.1) is a central prototype.	PATO_0000014	color	1	flower color (1)	Lotus corniculatus: yellow or reddish orange flowers	FLOPO_VALUE_reddish_orange	subclass		DOI:10.6028/NBS.SP.440|DOI:10.6028/jres.061.035
